id,title,context,decision,consequences,lifecycle_status,disposition,disposition_reason_ref,superseded_by,source_kind,source_span,custom_attributes,last_referenced
ADR-0011,ADR-0011: SQL Server Full-Text Search in v1; Self-Hosted OpenSearch if Outgrown,"ACMP needs full-text search across topics (title, description, scope), documents (meeting minutes, ADRs, architecture invariants), and (in later phases) meeting transcripts. Search quality requirements include English and Arabic text matching. The decision is which search technology to adopt for v1 and what the upgrade path looks like.","Chosen option: ""SQL Server FTS for v1; escalate to self-hosted OpenSearch only with measured evidence of SQL Server being insufficient"", because SQL Server FTS avoids a second datastore in v1 without sacrificing acceptable search quality at this scale. If search is outgrown (evidenced by slow queries, poor Arabic recall, or user complaints at meaningful scale), the platform adds an app-owned OpenSearch container and a dual-write outbox — never the org's ELK. [Basis: §5.6 of `.context/brief-digest.md`]

### Consequences

- Good: no second datastore in v1; no dual-write complexity; one backup target; SQL Server already running for transactional data; FTS index maintenance is automatic via SQL Server.
- Bad / trade-off: Arabic FTS quality is a known risk (SQL Server Arabic word-breaker quality is [unverified] versus a tuned OpenSearch Arabic analyzer); fuzzy/typo-tolerant search is not available in v1; autocomplete requires a workaround (prefix queries or a dedicated suggestions table); if the FTS-to-OpenSearch migration is deferred too long, the dual-write retrofit may be more painful.",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0012,ADR-0012: React 18 + TypeScript + Vite Frontend,"ACMP requires a web frontend that is bilingual (EN/AR), supports RTL layout, is accessible, and provides rich interactions (drag-and-drop backlog/agenda prioritization, kanban views, real-time notification updates). The technology stack must be compatible with the .NET/REST backend (ADR-0002), supportable by the existing team, and deployable as a static asset bundle served by the ACMP server or a separate nginx container.","Chosen option: ""React 18 + TypeScript + Vite + react-i18next + RTL logical CSS + `@dnd-kit`"", because it is the most productive and well-supported stack for the requirements, the RTL approach (CSS logical properties + `dir` attribute) is framework-agnostic and correct for a bilingual app, and `@dnd-kit` provides the accessible DnD needed for keyboard users without the maintenance risk of unmaintained libraries.

### Consequences

- Good: fast development iteration with Vite HMR; strong TypeScript ecosystem; `react-i18next` with `dir=""rtl""` on the root element and CSS logical properties handles EN/AR layout flip without per-component hacks; `@dnd-kit` keyboard-accessibility satisfies WCAG 2.2 AA DnD requirements; React 18 concurrent features allow prioritised rendering (notifications update without blocking the UI); light/dark tokens via CSS custom properties are trivial to implement.
- Bad / trade-off: bundle size must be monitored (React + Vite is smaller than Angular but larger than a vanilla approach — acceptable for an internal tool); TypeScript type discipline requires upfront investment in shared type definitions (API response DTOs); RTL testing requires explicit test runs with `dir=""rtl""` — easy to miss RTL layout bugs without a dedicated RTL test pass.",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0013,ADR-0013: Self-Contained On-Premises Deployment (CON-001),"The organization operates a shared runtime infrastructure: Hangfire (background jobs), ELK+Seq (observability), centralized notification platform (Email/SMS/Firebase), shared databases. ACMP is a high-sensitivity governance tool — its availability, data integrity, and audit trail must not depend on the operational state or upgrade schedule of shared infrastructure. The deployment model must be specified explicitly to avoid accidental coupling.","Chosen option: ""On-prem VM + Docker Compose; all ACMP infrastructure bundled as its own containers"", because CON-001 is a hard constraint, Docker Compose is the correct orchestration tier for this scale, and bundling every runtime dependency (**including SQL Server and Keycloak, per ADR-0015**) in the Docker Compose stack makes the platform self-contained, reproducible, and operationally simple.

### Consequences

- Good: ACMP is deployable on any VM that can run Docker without org infrastructure dependencies; upgrades of shared org infrastructure do not affect ACMP; the deployment is fully reproducible from the `docker-compose.yml` + env files; availability target is achievable with Docker Compose restart policies and VM-level redundancy; no K8s operational expertise needed.
- Bad / trade-off: *(Amended by ADR-0015 — SQL Server and Keycloak are now **bundled** in the Compose stack, not external.)* ACMP has a startup dependency on both; Compose `depends_on` + health checks order startup. If Keycloak is down, ACMP login fails (mitigated: JWT validation is local; existing sessions continue). If SQL Server is down, ACMP is fully unavailable — addressed by ACMP's own nightly backup + warm-standby (now ACMP's operational responsibility, since both are bundled).",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0014,"ADR-0014: Background Jobs (Hangfire on ACMP SQL), Observability (Serilog + OpenTelemetry + Seq), and Object Storage (MinIO)","ACMP requires background processing (reminders, escalations, notification dispatch, diagram rendering, integrity checks), structured observability (logs, traces, metrics), and object storage (meeting recordings, transcripts, presentation files, diagram artifacts). The organization has shared infrastructure for all three (Hangfire, ELK+Seq, file storage) — but ACMP must not use it (CON-001). App-owned solutions must be chosen for each concern.","Chosen option: ""App-owned Hangfire on ACMP SQL + Serilog + OpenTelemetry + self-hosted Seq + self-hosted MinIO"", because each component directly fulfils a specific runtime need with zero additional datastore dependencies (Hangfire uses ACMP SQL; Seq has its own storage), is bundled as a Docker Compose service (self-contained per ADR-0013), and is industry-standard enough for the team to operate and troubleshoot without specialized expertise.

### Consequences

- Good: Hangfire dashboard provides job visibility and retry without custom monitoring code; Seq provides a queryable log/trace UI for debugging production issues; MinIO provides S3-compatible file storage with access control; all three are bundled in Docker Compose and managed by the team without shared-infra negotiation.
- Bad / trade-off: Hangfire runs in-process with the ACMP app — a long-running job can compete with request processing for thread pool threads (mitigate: configure a dedicated Hangfire worker process or use a separate Hangfire server with a limited worker thread count). Seq's self-hosted free tier has log retention limits [unverified: confirm Seq free tier storage cap vs. expected log volume]. MinIO requires configuring access policies, bucket lifecycle, and pre-signed URL TTLs — more setup than `File.WriteAllBytes`.",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0015,ADR-0015: ACMP Self-Hosts Keycloak and Bundles All Runtime Dependencies,"ADR-0004 and ADR-0013 assumed the organization provides a **Keycloak** instance that ACMP federates to for SSO (""ACMP must not own an IdP""), and treated **SQL Server** and **Keycloak** as the two runtime dependencies allowed to live *outside* the ACMP Docker Compose stack.

That assumption was recorded explicitly as **ASM-001** (`docs/risks/risk-register.md`): *""The org's Keycloak instance will be accessible to ACMP… ACMP does not need to manage a separate IdP. If false: … Keycloak must be provisioned as part of the Compose stack — a scope expansion.""*

**ASM-001 is now false: the organization has no Keycloak yet.** The secretary has further directed that the platform **own all of its runtime dependencies** — i.e., extend the self-contained principle (CON-001) so there are **zero external runtime services** in v1. This ADR records the resulting decision and its blast radius.","Chosen option: **""Self-host Keycloak (and bundle SQL Server) inside ACMP's Docker Compose stack, with an ACMP-owned realm.""**

Concretely:

- **Keycloak runs as a container in ACMP's own `docker-compose`.** ACMP ships a **realm bootstrap** (`deploy/keycloak/realm-export.json` or equivalent): the ACMP realm, an OIDC client for the SPA/BFF (authorization-code + PKCE), the **eight canonical roles** as realm roles + groups (`Chairman`, `Secretary`, `Member`, `Reviewer`, `Auditor`, `Administrator`, `Submitter`, `Guest/Presenter`), and an initial bootstrap admin.
- **SQL Server is also bundled** in the Compose stack (Q1 decision) — v1 has **zero external runtime services**. (Webex stays a deferred **Phase-2** SaaS adapter, not a runtime infra dependency.)
- **The OIDC contract to the application is unchanged.** ACMP is still an OIDC client; it consumes group/realm-role claims and maps them to canonical roles; **no self-registration**. Because the realm is now ACMP-defined, ACMP controls the claim names itself (this **closes RISK-001** — no external claim-mapping coordination).
- **User provisioning is manual via the self-hosted Keycloak admin console** (Q3 decision). ACMP does **not** integrate the Keycloak Admin API in v1, so the **Membership module / P4 is unaffected** — it still just consumes identity and JIT-provisions a local profile on first login.
- **Keycloak's datastore is decided by a PH-0 spike** (Q2 decision) — see `OQ-038`: dedicated Postgres-for-Keycloak vs Keycloak-on-the-bundled-SQL-Server. v1 keeps application data SQL-Server-only (ADR-0003); the spike decides only where Keycloak's own operational store lives.

### Consequences

- **Good:** Fully self-contained — no dependency on an org IdP that does not exist; delivery is unblocked. ACMP owns its realm end to end (roles, MFA policy, session policy, claim names), so `RISK-001` dissolves and `OQ-003` (MFA/session) becomes a pure ACMP-realm setting. Reproducible from `docker-compose.yml`. Aligns with — and strengthens — the self-contained principle the organization mandated.
- **Bad / trade-off:** ACMP now **owns IdP operations** — Keycloak upgrades, CVE patching, signing-key rotation, realm + user-store backup, and admin-credential security are ACMP's responsibility, adding ops burden and attack surface (mitigated: low-traffic, internal, ≤20 users, standard Keycloak hardening; threat model `docs/domain/security-threat-model.md`/controls `docs/domain/security-controls.md` updated). **Login is now an ACMP-specific credential, not org-wide SSO** — unless ACMP's Keycloak later brokers/federates to a future org IdP (**deferred — `OQ-039`**). **Bundling SQL Server in production raises an edition/licensing question** (Express limits vs Standard; columnstore + FTS availability) — **`OQ-040`** for the deploy phase. **Keycloak + SQL Server are now in ACMP's 99.9% availability scope** — backup, warm-standby, and health checks must cover both.",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0016,"ADR-0016: Test Coverage Basis (≥95% lines, FE + BE), Exclusions, E2E Harness, and DB-Backstop Integration Tests","The operator set a standing mandate (see memory `coverage-and-e2e-mandate`): drive ACMP to **≥95% line coverage on BOTH frontend and backend**, plus **comprehensive, adversarial (failure-first) E2E covering every flow and every screen**. Coverage is the floor; correctness is the bar — shallow tests written only to raise the number are explicitly forbidden.

Measured baseline (2026-06-29, `main` @ `b7ab531`):

- **Frontend:** 82.94% lines (4270 / 5148), measured with `all: true` + `include src/**` (honest denominator). 410… 32 test files, 11 with axe.
- **Backend:** 39.1% raw across 14 assemblies — but this is anchored by the four `*.Infrastructure` projects (9.9–14.4%). The logic layers are healthy: Domain 89–99%, most Application 82–98% (Topics.Application is the outlier at 69.5%), Api 70.9%, Shared 84.1%. Outside Infrastructure, only ~436 lines are uncovered, and ~95 of those are generated/regex/migration noise.

Two facts drive the decisions below, both confirmed by direct inspection (not assumption):

1. **The adversarial ""crown jewel"" invariants are enforced in code, not the database.** Immutability is a domain guard (`Topic.cs:264` throws ""A {Status} topic is immutable; supersede the linked decision instead.""; `Agenda.cs:83/133` throw on publish/edit while in the wrong status). IDOR filtering is handler/LINQ (`CurrentActor` + `ICurrentUser`). Audit emission and hash-chain computation are plain C#. **All of these execute under the existing EF Core InMemory test provider** — no SQL Server required to assert them.
2. **Real SQL is needed only for database-enforced backstops:** the `.IsUnique()` indexes (e.g. `(MeetingEntityId, UserId)` = one attendance row per member; `(AgendaEntityId, TopicId)` = no duplicate agenda item), FK cascade behaviour, concurrency tokens, and migrations actually applying. EF InMemory silently accepts violations of all of these, which is a latent false-green risk in the current suite.","### 1. Coverage basis: ≥95% **line** coverage, FE + BE, on assertable code

Hard-excluded from the denominator (genuinely un-assertable plumbing only):

- **Backend** (`coverlet.runsettings`): EF Core migrations + their `*.Designer.cs` (`**/Migrations/*.cs`); source-generated/compiler code (`[GeneratedCode]`, `[CompilerGenerated]`, `[ExcludeFromCodeCoverage]`, `[DebuggerNonUserCode]`); `Program.cs` (composition root, no branching); **design-time `IDesignTimeDbContextFactory` classes (`**/*DbContextFactory.cs`)** — run only by `dotnet ef migrations` at design time, never at runtime, so they carry no runtime branch to assert (same class as `Program.cs`); **`MinioFileStore` (`**/MinioFileStore.cs`)** — the Phase-2 S3 adapter, not wired into any v1 runtime flow (see the borderline note below; excluded with this Phase-2 note since no v1 slice touches it). DI-registration extension methods are **not** excluded — they run during the `WebApplicationFactory` boot and are covered incidentally.

  > **Amendment (S1, 2026-06-29, operator-confirmed).** The `*DbContextFactory.cs` and `MinioFileStore.cs` exclusions were added during S1. Rationale: the design-time factories are pure `dotnet ef` plumbing (the same un-assertable category as the already-excluded `Program.cs`), and `MinioFileStore` is the Phase-2 adapter the original §1 already earmarked for exclusion ""at the slice that touches it."" Crucially, S7 wires **per-file** thresholds — a 0%-covered design-time factory would fail a per-file gate regardless of the global number, and the only way to ""cover"" it is a theatre test that news-up the factory and asserts it returns a context. Excluding is the honest call. Effect: BE baseline rises from 94.5% to ~97% on the same test suite (60 design-time + 6 Phase-2 lines leave the denominator).
- **Frontend** (`vitest.config.ts`): `src/main.tsx` (ReactDOM bootstrap); `src/components/shell/DevRoleSwitcher.tsx` (dev-only, not shipped behaviour); `src/test/**` (test harness); `*.d.ts`. **`App.tsx` is NOT excluded** — it wires routing and route/dirty-form guards, which the adversarial matrix explicitly requires testing.

Everything else — repositories, handlers, validators, endpoints, components, and logic-bearing DTOs — is **covered by tests, not excused by exclusion**. Thresholds are enforced **global + per-file** (a 0% file cannot hide behind the average), wired into CI only in the final slice once both stacks are already ≥95%.

`MinioFileStore` (Phase-2 object-storage adapter, not wired into any v1 runtime flow) is a borderline case: covered with a mocked S3 client if cheap, otherwise excluded with a Phase-2 note at the slice that touches it.

### 2. E2E harness: `@playwright/test`, run at PR-to-`main` and on demand

`@playwright/test` (the project's stated E2E tool) drives the **real** application stack (web :8088 / api :8080 / Keycloak :8085) brought up via the self-contained Docker Compose stack, including the genuine Keycloak PKCE auth round-trip. A dedicated CI workflow runs it **on `pull_request` → `main`** (gating merges to main) and **on demand** (`workflow_dispatch`), not on every branch push. Specs are failure-first and cover the core loop (topic → agenda → meeting → minutes → notify), auth round-trip, schedule/build-publish-agenda/conduct-meeting, and notifications. The exact SPA auth-seed mechanism is verified as the first task of the E2E slice before specs are written.

> **Amendment (2026-07-09, operator-confirmed).** The e2e `pull_request` trigger now carries a `paths-ignore` filter so that **docs-only / non-code PRs skip the e2e leg** (markdown, `docs/**`, `ACMP product context/**`, `.claude/**`). Rationale: those changes have no testable product surface, so spinning up the 7-service stack + Keycloak PKCE round-trip validates nothing — it only draws on the capped Actions-minute pool and the (currently scarce) hosted-runner supply. This is consistent with the original intent of ""keeping these legs off the no-op hot path"" (Consequences §); a **mixed code+docs PR still runs the full leg** (GitHub skips only when *every* changed file matches). The `ci.yml` matrix carries the same filter. No change to the gating contract for code PRs.

### 3. DB-backstop integration tests: included (full), via Testcontainers SQL Server

A SQL-Server-backed integration suite (Testcontainers) proves the database-enforced invariants that InMemory cannot: the `.IsUnique()` backstops, FK cascade behaviour, concurrency/rowversion, and that migrations apply cleanly. This closes the genuine false-green gap in the current InMemory-only suite. CI already has Docker available (the `compose` job), so this is feasible; the cost is image pull + a slower integration leg, accepted as worthwhile for governance-data integrity.

### Consequences

- Good: the 95% number reflects real behaviour; the crown-jewel invariants are proven on the fast InMemory stack while the DB backstops are proven for real on SQL Server; merges to `main` are gated on a true end-to-end auth round-trip.
- Bad / trade-off: the E2E and Testcontainers legs make PR CI to `main` slower and introduce more moving parts (Keycloak realm import, stack health-wait, SQL image pull) — mitigated with deterministic health checks, `expect`-based waits, traces/screenshots on failure, and keeping these legs off the per-branch hot path. Per-file thresholds add maintenance when files are added (acceptable; it is the point).",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0017,ADR-0017: Adopt React 19 (amends ADR-0012),ADR-0012 specified **React 18**. The P1 scaffold installed **React 19** (the current stable major at scaffold time) without recording the deviation — a silent drift surfaced during P3 (frontend foundation). Code and a settled ADR disagree; CLAUDE.md requires we fix one or raise an ADR rather than let them drift. This ADR records the deviation and decides which way to resolve it.,"Chosen option: **adopt React 19**. ADR-0012 remains in force in every other respect (TypeScript, Vite, `react-i18next` EN/AR, RTL via CSS logical properties + `dir`, light/dark tokens, `@dnd-kit` accessible DnD). Only the React major version is amended, 18 → 19.

### Consequences

- Good: stays on the current supported major; no downgrade churn; aligns with the installed `@types/react@19` / `@vitejs/plugin-react@6` toolchain; `forwardRef` no longer needed for ref-forwarding components.
- Trade-off: React 19 is newer, so a few third-party libraries may lag on peer-dep ranges — none encountered in P3 (`@tanstack/react-query`, `react-oidc-context`, `@dnd-kit`, `react-i18next`, `react-router-dom` all install clean against 19).
- Process: this is the corrective record for a P1 silent drift; future stack changes must raise the ADR *before* merging, not after.",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0018,ADR-0018: Optimistic Concurrency via RowVersion (implements docs/domain/data-architecture.md §1.5),"`docs/domain/data-architecture.md` §1.5 has always stated that every **mutable aggregate root** carries a `RowVersion ROWVERSION` column so EF Core optimistic concurrency turns a stale write into a `DbUpdateConcurrencyException`, which the API maps to **HTTP 409** (`docs/domain/architecture-detail.md` §7.4). The forensic rebuild review (rebuild-findings DI-02 / OQ-043) found the backstop **did not exist in code**: no `IsRowVersion()` / `[Timestamp]` / concurrency token on any entity, and no `RowVersion` column in any migration. Documentation and code disagreed; CLAUDE.md and guardrail #11 require we fix one or raise an ADR rather than let them drift. OQ-043 framed the choice: **(a)** implement the token to make the doc true, or **(b)** amend `docs/domain/data-architecture.md` to last-writer-wins.","Chosen option: **(1) implement optimistic concurrency via RowVersion**, because it makes the existing data-architecture canon true, keeps governance writes auditable (no silent lost updates), and is a small, idiomatic EF Core change at this scale.

Applied in v1 to the **built** mutable aggregate roots: `Topic` (Topics), `Meeting` and `Agenda` (Meetings), and `CommitteeMember` (Membership). As further mutable roots from `docs/domain/data-architecture.md` are built (e.g. `MinutesOfMeeting`, `Document`, `Decision`, `Action`), each carries `RowVersion` at build time per `docs/domain/data-architecture.md` §1.5 — this ADR is the standing rule.

### Implementation

- **Domain:** a `public byte[] RowVersion` property on each mutable root.
- **EF config:** `b.Property(x => x.RowVersion).IsRowVersion();` in each root's `IEntityTypeConfiguration`.
- **Migrations:** one per affected module (Topics, Meetings, Membership) adding the `rowversion` column.
- **API:** `GlobalExceptionHandler` maps `DbUpdateConcurrencyException → 409` Problem Details (""The record was modified by another user; reload and try again."").

### Consequences

- Good: stale concurrent writes fail loud (409) instead of silently overwriting; `docs/domain/data-architecture.md` §1.5 and `docs/domain/architecture-detail.md` §7.4 are now true in code; the S5 concurrency invariant is testable.
- Good: append-only and child entities are deliberately excluded — no needless columns, no over-application (guardrail #12).
- Trade-off: a 409 must eventually be handled in the front end (refetch + merge or a ""reloaded"" prompt). v1 returns the correct status and message; the SPA's optimistic-conflict UX is a **follow-up front-end slice** and is not covered here.
- Trade-off: SQL Server `rowversion` is provider-specific; the in-memory/test path does not enforce it, so the concurrency behavior is verified against a real SQL Server (Testcontainers, per ADR-0016 §3).",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0019,"ADR-0019: Self-describing relationship edges, no physical Artifact registry (amends ADR-0008)","ADR-0008 chose typed directed `Relationship` edges over SQL for traceability, and its *Decision Outcome* section additionally prescribed a **polymorphic `Artifact` identity registry**: ""each domain entity registers an artifact record on creation… every entity write must also write an `Artifact` row (enforced at the repository layer)."" However, the canonical schema in `docs/domain/search-and-traceability.md §2.1` has **no** such table — its `Relationship` row stores `(SourceType, SourceId)` / `(TargetType, TargetId)` directly, with no FK to a registry. Code and a settled ADR disagree; CLAUDE.md requires we resolve it in an ADR rather than let it drift (guardrail #11). P10c (the Traceability backend) is the first slice to build edges, so it forces the decision.","Chosen: **self-describing edges, no physical `Artifact` registry.** A `Relationship` row carries both endpoints as value snapshots — `(SourceType, SourceId, SourceKey, SourceTitle)` and `(TargetType, TargetId, TargetKey, TargetTitle)` — plus `RelType`, optional `Notes`, `IsActive` soft-delete, and audit stamps. No entity writes an `Artifact` row on create. ADR-0008 remains in force in every other respect: typed directed edges, SQL-native traversal (recursive CTE, P10f), bidirectional navigation, audited relationship changes (ADR-0009), and the `RelationshipType` catalog in `docs/domain/search-and-traceability.md §2.2`.

### Consequences

- Good: no cross-module write coupling; matches `docs/domain/search-and-traceability.md §2.1` exactly; reuses the proven Risks soft-ref pattern; new artifact types join the graph with zero schema change (they are just new `ArtifactType` enum values on the edge).
- Trade-off: the `SourceTitle`/`TargetTitle` snapshots can go **stale** if the referenced artifact is later renamed (accepted — deep-linking fetches live data; same trade as owner-name snapshots). The display **key** never goes stale (keys are immutable). Live status is **not** snapshotted (it churns) — status is out of scope for the AC-062 panel and resolved later if needed.
- Trade-off: there is no central registry to enumerate ""all artifacts""; that was never required (search is FTS per ADR-0011, not a registry scan).",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0020,"ADR-0020: Impact graph by read-time contract composition, not a cross-schema traversal (clarifies ADR-0019)","P10f builds the transitive impact graph (FR-096): the depth-bounded subgraph around a focus artifact, spanning **both** governed edge stores — the Traceability module's typed `Relationship` edges **and** the Dependencies module's `Dependency` edges. Read-time composition is locked (OQ-046 / ASM-016): a dependency edge is stored once and is **not** mirrored into the Relationship table, so any traversal that walks only one store misses the other. ADR-0019 offhandedly named a ""recursive CTE"" for this traversal, but a recursive CTE spanning the `traceability` and `dependencies` schemas is a **cross-module table join** — a direct ADR-0001 violation (a module reading another module's tables). The operator also asked (against the reviewers' lean) that the traversal run **server-side** and that FR-095 cross-stream be built now. This ADR records how that is done without breaking module isolation.","Chosen: **the impact graph is composed at read time by a breadth-first walk in the Traceability module (`GetImpactGraph`), orchestrating each module's existing per-artifact read through `Acmp.Shared` ports — no cross-schema query.**

- The BFS lives in `Traceability.Application` (the Search & Traceability home, docs/domain/search-and-traceability.md). Per node it unions its own `Relationship` edges with the Dependencies module's edges read through a **new shared port `IDependencyArtifactReader`** (implemented in `Dependencies.Infrastructure` over the same `GetDependenciesForArtifact` read — one source of truth). The port's DTO lives in `Acmp.Shared` and speaks **primitives** (string type/kind/status names); the Dependencies enums never leak into the kernel (mirrors `ITraceabilityLinks`).
- FR-095 cross-stream is **Topic-scope** (Option A): a second shared port `ITopicStreamReader` (implemented in `Topics.Infrastructure`) returns a topic's affected-stream **codes**; an edge is cross-stream when both ends are Topics with disjoint non-empty code sets. Non-Topic endpoints carry no stream, so their edges are never cross-stream. The inherit-from-topic model is deferred (**OQ-047**).
- Traversal guards: visited-set keyed on the **type-name string + id** (not the enum ordinal — `ArtifactType.Topic` and `DependencyEndpointType.Topic` are different ints; only the names union a node reached via both stores), a `MaxNodes` ceiling, depth clamped 1–3, and per-node try/catch so one failed read degrades that node to a leaf and flags `partial` rather than blanking the graph.
- Endpoint: `GET /api/traceability/graph/{type}/{id}?depth=1..3` → `{ focus, nodes, edges, partial }`; read-all (any authenticated committee member).

This **clarifies** ADR-0019: replace its ""recursive CTE"" phrasing with ""read-time contract composition."" ADR-0019 stands in every other respect (self-describing edges, no Artifact registry).

### Consequences

- Good: zero cross-module table reads; the two new ports are the sanctioned ADR-0001 shape already proven by `ITraceabilityLinks` / `IActionLinkDirectory`; no new tables or migration (pure read composition); new artifact types join the graph with no schema change.
- Trade-off: the walk issues N per-node reads instead of one query. Trivial at this scale (≤20 users, depth ≤3, `MaxNodes` cap); if a graph ever measurably drags, tier-batched reads are the upgrade path (`ponytail:` noted in the composer).
- Trade-off: **FR-095 is Topic-scope only** — most governance edges are cross-TYPE (Topic→Decision→Action), so the cross-stream signal lights up rarely. Recorded honestly as FR-095 **partial**, not ""built"" (OQ-047 tracks the richer inherit model).
- Trade-off: far-node **lifecycle status** is not shown (a cross-module read); the node carries only type/key/title/tier/blocked/streams. `Blocked` is derived from incident blocker dependency edges (`IsBlocker`) — an honest approximation of ""is blocked.""",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
ADR-0021,ADR-0021: Cross-module system writes go through a Shared.Contracts write port (extends ADR-0001),"FR-068 (Decision→ADR promotion, P11e) requires the Governance module, when it creates an ADR from a decision, to also record a **bidirectional link** between the two artifacts. The idiomatic ACMP link is a typed `Relationship` edge (ADR-0008/0019) rendered in both artifacts' traceability panels — but that edge lives in the **Traceability** module's store. Governance therefore needs to *write* an edge it does not own.

Every existing cross-module seam in `Acmp.Shared.Contracts` is **read-only** (`ITraceabilityLinks`, `IActionLinkDirectory`, `IMeetingQuorumSource`, `IDependencyArtifactReader`, and the new `IDecisionReader`). There is no established pattern for a module-initiated cross-module **write**, and no precedent for one module sending another module's MediatR command (which would couple `Governance.Application` to `Traceability.Application`). CLAUDE.md's module rule permits communication ""via in-process public contracts / MediatR / domain events only"" — this ADR fixes which of those to use so the precedent is deliberate, not incidental (guardrail #11).","Chosen: **a Shared.Contracts write port, symmetric with the read seams.** `ITraceabilityWriter` exposes `RecordEdgeAsync(...)` in primitives (artifact/relationship types as string names); the Traceability module implements it in its Infrastructure over the same `Relationship` store the UI uses. Consuming modules depend only on the shared port, never on `Traceability.Application`. The write is:

- **Unauthorized at the port** — it carries no RBAC of its own; the *calling* action must already be authorized (FR-068 promotion is `Adr.Promote` = Chairman-only). The port is a system consequence, not a user action.
- **Idempotent** per `(source, target, relType)` so a retried caller never duplicates the edge.
- **Audited** (`Relationship.Created`, with a `System=true` marker distinguishing it from a user-created edge).

This is the sanctioned pattern for any future module-initiated cross-module write: add a primitive write port to `Acmp.Shared.Contracts`, implement it in the owning module's Infrastructure. Direct cross-module command sends remain disallowed.

### Consequences

- Good: no `Governance.Application → Traceability.Application` coupling; the shared kernel stays enum-free; the write reuses the owning module's store as the single source of truth; the pattern generalizes.
- Trade-off: a system write bypasses the user-facing `CreateRelationship` command's validation/authorization. Accepted — the port applies the same domain guards (`Relationship.Create`) and the caller is separately authorized; the audit `System=true` marker keeps the trail honest.
- Trade-off: two write paths now exist for edges (the user command and the system port). Accepted — they share the domain factory and store; only the entry authorization differs.
- Trade-off: the consuming action's own write (e.g. the ADR insert in the Governance context) and the edge write (Traceability context) commit in **two separate transactions**, not one — an ambient `TransactionScope` across two DbContexts would risk MSDTC escalation on the on-prem SQL box. A crash between them can leave the primary record without its reverse edge. Mitigation: the caller's idempotency guard (FR-068's one-ADR-per-decision) re-records the missing edge on a retry, so the gap self-heals; and the forward link (`Adr.SourceDecisionId`, written in the first transaction) always survives. A filtered unique index / outbox is the upgrade path if a future write needs hard atomicity.",,Approved,,,,,,"{""v1"": {""front_matter"": {}}}",
